cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Sao Paulo;SP;45;1;1;1;3;Sim;Sim;4850;2000;334;62
Sao Paulo;SP;19;1;1;0;1;Nao;Nao;1200;0;0;16
Rio De Janeiro;RJ;90;3;2;1;13;Sim;Nao;2050;1300;230;27
Sao Paulo;SP;143;3;3;2;20;Sim;Nao;8400;1900;539;107
Sao Paulo;SP;75;2;1;1;14;Nao;Sim;2380;1200;196;31
Rio De Janeiro;RJ;115;3;2;1;2;Sim;Nao;2900;1200;317;38
Belo Horizonte;MG;100;3;2;2;3;Nao;Nao;2300;400;165;31
Sao Paulo;SP;63;2;2;1;19;Sim;Nao;4400;184;136;56
Rio De Janeiro;RJ;70;2;2;1;2;Sim;Nao;2500;1100;230;33
Belo Horizonte;MG;80;3;2;2;1;Nao;Sim;2500;400;126;34
Sao Paulo;SP;215;3;4;2;1;Sim;Nao;5000;0;318;76
Campinas;SP;75;3;2;1;3;Nao;Nao;2125;550;67;27
Sao Paulo;SP;35;1;1;0;1;Nao;Nao;1305;250;0;17
Sao Paulo;SP;400;3;5;4;11;Sim;Nao;3500;3830;1419;45
Porto Alegre;RS;109;4;2;3;1;Sim;Nao;1950;280;63;29
Rio De Janeiro;RJ;75;2;2;1;3;Sim;Nao;1800;684;84;24
Sao Paulo;SP;23;1;1;0;25;Sim;Nao;2150;399;0;28
Sao Paulo;SP;172;4;3;2;5;Sim;Sim;8300;1050;180;106
Sao Paulo;SP;73;2;;1;16;Sim;Nao;2160;550;105;28
Porto Alegre;RS;25;1;1;0;12;Nao;Nao;750;240;22;11
Campinas;SP;56;2;1;1;2;Sim;Nao;1050;420;24;14
Sao Paulo;SP;96;2;1;2;3;Sim;Nao;1648;880;80;21
Sao Paulo;SP;240;3;2;3;1;Sim;Nao;5900;0;500;89
Sao Paulo;SP;57;2;1;1;24;Sim;Sim;3500;540;135;45
Rio De Janeiro;RJ;130;3;2;1;9;Sim;Sim;8700;2000;650;113
Sao Paulo;SP;35;1;1;1;10;Nao;Sim;2800;1400;205;36
Sao Paulo;SP;115;3;2;1;8;Sim;Nao;2300;826;195;30
Porto Alegre;RS;45;2;1;0;2;Sim;Nao;1040;74;42;16
Rio De Janeiro;RJ;40;1;1;0;2;Nao;Nao;2390;450;114;31
Rio De Janeiro;RJ;95;3;1;1;1;Sim;Sim;3500;1434;230;46
Sao Paulo;SP;60;2;2;1;11;Sim;Sim;6000;1680;200;77
Campinas;SP;160;4;2;2;16;Sim;Nao;2800;1448;207;36
Sao Paulo;SP;315;3;4;3;15;Sim;Sim;5000;1715;340;64
Belo Horizonte;MG;365;4;4;3;8;Sim;Sim;8800;3500;459;118
Sao Paulo;SP;45;2;1;1;4;Sim;Nao;1100;284;0;14
Rio De Janeiro;RJ;108;2;1;0;1;Sim;Nao;2125;450;47;28
Campinas;SP;76;3;2;2;3;Nao;Nao;2200;450;120;28
Belo Horizonte;MG;140;4;3;2;9;Sim;Nao;4000;1720;284;54
Belo Horizonte;MG;30;1;1;0;3;Nao;Nao;750;0;57;10
Campinas;SP;50;2;2;1;2;Nao;Nao;1400;262;63;18
Sao Paulo;SP;16;1;1;0;1;Nao;Nao;850;0;9;11
Porto Alegre;RS;110;2;1;0;1;Sim;Nao;2100;260;92;31
Sao Paulo;SP;270;4;4;4;1;Sim;Nao;10800;0;800;163
Sao Paulo;SP;125;3;1;0;4;Sim;Nao;2700;650;142;35
Campinas;SP;46;2;1;1;3;Sim;Nao;970;250;42;13
Sao Paulo;SP;55;2;2;1;21;Sim;Nao;2000;480;9;26
Sao Paulo;SP;82;3;2;2;8;Sim;Nao;1500;903;59;20
Rio De Janeiro;RJ;42;1;1;0;9;Sim;Sim;1800;682;56;24
Belo Horizonte;MG;285;3;2;0;6;Sim;Nao;6000;1000;492;80
Sao Paulo;SP;76;2;2;1;6;Nao;Nao;1350;500;5;18
Rio De Janeiro;RJ;338;4;2;2;1;Sim;Nao;4300;0;190;66
Sao Paulo;SP;300;6;8;3;1;Sim;Nao;10900;0;1917;164
Sao Paulo;SP;30;1;1;1;10;Nao;Sim;4600;1700;0;59
Sao Paulo;SP;320;5;5;3;1;Sim;Sim;8000;320;267;121
Porto Alegre;RS;80;2;1;0;1;Sim;Nao;1900;171;50;28
Sao Paulo;SP;43;1;1;0;6;Nao;Nao;1080;350;57;14
Sao Paulo;SP;102;2;2;2;1;Sim;Nao;3400;0;248;52
Sao Paulo;SP;47;2;1;1;1;Sim;Nao;1000;350;0;13
Rio De Janeiro;RJ;120;4;2;1;5;Sim;Sim;12000;1890;367;155
Belo Horizonte;MG;178;3;3;3;10;Sim;Nao;7500;1840;542;100
Sao Paulo;SP;27;1;1;0;1;Nao;Nao;1480;0;0;19
Rio De Janeiro;RJ;174;4;2;1;1;Sim;Nao;2400;1682;500;31
Sao Paulo;SP;40;1;1;1;5;Sim;Nao;1780;350;0;23
Sao Paulo;SP;64;1;2;1;3;Sim;Nao;2600;800;0;33
Belo Horizonte;MG;252;3;4;1;1;Sim;Nao;2500;250;165;34
Porto Alegre;RS;85;2;1;0;1;Sim;Nao;870;400;56;13
Sao Paulo;SP;101;3;2;2;7;Sim;Sim;3200;1097;319;41
Porto Alegre;RS;44;1;2;0;3;Sim;Nao;1350;140;100;20
Sao Paulo;SP;200;3;2;1;5;Sim;Nao;2380;1618;161;31
Belo Horizonte;MG;55;2;2;1;2;Sim;Nao;1000;202;67;14
Sao Paulo;SP;200;4;3;3;14;Nao;Nao;6400;2400;0;82
Sao Paulo;SP;240;3;3;3;3;Sim;Nao;3800;4132;952;49
Rio De Janeiro;RJ;90;3;2;1;6;Sim;Nao;3170;1270;225;41
Sao Paulo;SP;31;1;1;0;22;Sim;Nao;1330;330;0;17
Belo Horizonte;MG;240;4;3;4;3;Sim;Nao;7200;2677;161;96
Belo Horizonte;MG;118;4;3;3;4;Sim;Nao;2500;920;326;34
Sao Paulo;SP;350;4;5;2;1;Sim;Sim;15000;0;667;226
Sao Paulo;SP;65;3;2;1;5;Sim;Nao;2090;526;21;27
Rio De Janeiro;RJ;145;3;2;1;3;Sim;Nao;5800;2400;500;75
Sao Paulo;SP;93;3;2;2;18;Sim;Nao;3400;1000;209;44
Sao Paulo;SP;98;1;2;2;4;Nao;Sim;8400;1750;580;107
Sao Paulo;SP;174;3;1;2;1;Sim;Nao;3600;0;284;55
Sao Paulo;SP;160;4;4;3;6;Sim;Sim;4700;1646;750;60
Sao Paulo;SP;200;4;5;3;3;Sim;Sim;3700;1650;600;47
Sao Paulo;SP;80;2;2;2;1;Sim;Nao;1850;50;173;28
Sao Paulo;SP;50;2;1;1;3;Sim;Nao;1490;520;0;19
Belo Horizonte;MG;115;3;3;3;4;Sim;Nao;3100;655;272;42
Sao Paulo;SP;20;1;1;0;1;Sim;Sim;1800;602;130;23
Campinas;SP;12732;3;2;0;3;Sim;Nao;1600;700;96;21
Sao Paulo;SP;38;1;1;0;1;Sim;Sim;3000;330;38;39
Porto Alegre;RS;42;1;1;1;2;Sim;Nao;1200;260;65;18
Sao Paulo;SP;380;2;4;0;21;Sim;Sim;6800;3490;2863;87
Belo Horizonte;MG;70;2;1;1;6;Sim;Nao;1500;500;63;20
Sao Paulo;SP;37;1;1;1;1;Nao;Sim;1196;1700;0;16
Rio De Janeiro;RJ;31;1;1;0;5;Sim;Nao;1350;400;67;18
Sao Paulo;SP;156;2;4;2;11;Sim;Nao;10000;2690;520;127
Sao Paulo;SP;100;3;3;2;3;Nao;Nao;4350;1100;350;56
Belo Horizonte;MG;50;2;1;1;2;Sim;Nao;750;226;0;10
Sao Paulo;SP;116;2;2;2;8;Nao;Sim;8000;1215;250;102
Sao Paulo;SP;25;1;1;0;1;Sim;Nao;1200;20;25;19
Belo Horizonte;MG;260;4;5;0;21;Nao;Nao;13000;1920;138;174
Porto Alegre;RS;102;2;1;0;3;Sim;Nao;1600;407;103;24
Sao Paulo;SP;160;2;3;2;12;Sim;Sim;4210;1500;225;54
Belo Horizonte;MG;95;3;2;2;3;Nao;Nao;2200;882;173;30
Sao Paulo;SP;189;4;4;4;12;Sim;Nao;12000;2326;817;153
Sao Paulo;SP;22;1;1;1;14;Nao;Nao;1900;450;84;25
Sao Paulo;SP;400;4;3;3;1;Sim;Nao;7000;0;900;106
Belo Horizonte;MG;280;4;4;5;10;Sim;Nao;6500;850;384;87
Porto Alegre;RS;45;1;1;0;2;Sim;Nao;950;340;42;14
Sao Paulo;SP;50;2;1;1;5;Sim;Nao;1260;650;100;16
Sao Paulo;SP;61;3;2;0;1;Sim;Nao;1500;400;96;20
Rio De Janeiro;RJ;100;2;2;1;4;Sim;Nao;1600;860;0;21
Sao Paulo;SP;78;2;2;1;2;Sim;Nao;2750;560;0;35
Rio De Janeiro;RJ;140;3;2;1;6;Sim;Nao;5000;1900;334;65
Sao Paulo;SP;220;3;4;2;7;Sim;Nao;3900;2000;750;50
Belo Horizonte;MG;105;3;2;2;4;Nao;Nao;1500;350;135;20
Belo Horizonte;MG;550;3;3;5;1;Sim;Nao;7500;0;350;123
Sao Paulo;SP;250;4;6;4;12;Nao;Nao;14500;3000;875;184
Rio De Janeiro;RJ;30;1;1;0;7;Sim;Nao;1550;700;58;20
Belo Horizonte;MG;90;2;3;2;15;Sim;Nao;2100;1054;196;28
Sao Paulo;SP;110;2;3;2;6;Sim;Nao;2310;1500;409;30
Sao Paulo;SP;65;2;2;2;6;Sim;Nao;2000;717;0;26
Sao Paulo;SP;160;1;4;2;2;Nao;Nao;3500;1000;10;45
Sao Paulo;SP;34;1;1;1;4;Sim;Nao;3800;550;109;49
Porto Alegre;RS;65;2;1;1;1;Sim;Nao;950;500;38;14
Sao Paulo;SP;355;4;5;5;21;Nao;Sim;15000;5700;2977;191
Belo Horizonte;MG;100;2;1;0;13;Sim;Nao;1200;750;1680;16
Campinas;SP;320;3;3;2;9;Sim;Sim;8500;2000;340;108
Rio De Janeiro;RJ;42;1;1;0;4;Sim;Sim;1900;480;84;25
Sao Paulo;SP;79;2;2;1;2;Sim;Sim;2800;678;4;36
Sao Paulo;SP;130;2;2;2;3;Sim;Nao;3000;1750;284;39
Sao Paulo;SP;84;2;2;0;1;Sim;Sim;6000;850;250;77
Campinas;SP;300;3;3;4;1;Sim;Nao;3800;1;450;58
Sao Paulo;SP;74;2;1;1;2;Sim;Nao;1700;650;0;22
Sao Paulo;SP;450;4;4;3;1;Sim;Nao;11500;0;875;173
Porto Alegre;RS;27;1;1;0;2;Sim;Nao;960;100;75;15
Sao Paulo;SP;84;3;2;2;7;Nao;Nao;2800;900;740;36
Sao Paulo;SP;93;3;3;0;16;Nao;Sim;5500;1221;367;70
Porto Alegre;RS;58;2;2;2;12;Sim;Nao;2550;450;0;38
Campinas;SP;130;3;2;0;1;Sim;Nao;1400;0;10;22
Sao Paulo;SP;35;1;1;1;9;Nao;Sim;2600;1050;317;33
Sao Paulo;SP;156;3;2;1;17;Sim;Nao;5500;1500;267;70
Sao Paulo;SP;250;4;3;3;1;Sim;Sim;5000;0;334;76
Belo Horizonte;MG;109;3;2;2;2;Sim;Nao;1800;400;130;24
Campinas;SP;40;1;2;1;7;Sim;Nao;807;550;43;3
Belo Horizonte;MG;75;3;2;1;5;Sim;Nao;1280;487;109;18
Sao Paulo;SP;100;3;3;2;13;Sim;Nao;6300;980;491;80
Sao Paulo;SP;60;2;1;1;5;Sim;Nao;1210;545;75;16
Campinas;SP;110;3;3;2;1;Sim;Nao;3200;560;88;49
Belo Horizonte;MG;63;3;1;1;3;Sim;Nao;1000;200;65;14
Sao Paulo;SP;550;3;5;8;1;Sim;Nao;10000;0;3825;151
Sao Paulo;SP;112;3;2;2;12;Sim;Nao;2670;1239;188;34
Sao Paulo;SP;115;3;2;1;1;Nao;Nao;10000;0;0;151
Belo Horizonte;MG;65;2;1;1;3;Sim;Nao;1100;566;84;15
Belo Horizonte;MG;65;3;2;2;2;Sim;Nao;913;180;90;13
Rio De Janeiro;RJ;200;4;2;1;7;Sim;Nao;4250;2188;400;55
Rio De Janeiro;RJ;46;2;1;1;8;Sim;Nao;1800;750;230;24
Sao Paulo;SP;320;4;5;4;1;Sim;Nao;7000;0;700;106
Rio De Janeiro;RJ;140;3;2;0;2;Sim;Nao;3200;1345;300;42
Porto Alegre;RS;87;3;3;2;5;Sim;Nao;4000;1300;150;59
Belo Horizonte;MG;78;1;1;1;15;Nao;Nao;2300;775;128;31
Sao Paulo;SP;25;1;1;0;7;Nao;Nao;2000;290;130;26
Sao Paulo;SP;50;2;2;1;6;Sim;Sim;2800;560;67;36
Rio De Janeiro;RJ;40;1;1;0;4;Nao;Nao;1949;530;100;26
Rio De Janeiro;RJ;30;1;1;1;3;Sim;Nao;500;0;0;7
Belo Horizonte;MG;65;3;1;1;2;Sim;Sim;1100;175;0;15
Porto Alegre;RS;181;3;3;2;1;Sim;Nao;2400;286;1300;43
Belo Horizonte;MG;503;5;5;4;1;Sim;Nao;6000;0;407;99
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;1200;0;0;19
Rio De Janeiro;RJ;180;3;3;1;4;Sim;Sim;6500;2300;117;84
Sao Paulo;SP;180;3;3;2;1;Sim;Nao;7200;2000;900;92
Porto Alegre;RS;75;2;1;0;2;Sim;Nao;1600;180;0;24
Belo Horizonte;MG;70;3;2;1;1;Sim;Nao;950;377;70;13
Porto Alegre;RS;40;1;1;0;3;Nao;Sim;2000;0;0;30
Sao Paulo;SP;100;3;2;1;2;Sim;Sim;1600;450;50;21
Sao Paulo;SP;22;1;1;1;25;Sim;Nao;2200;471;55;28
Sao Paulo;SP;50;2;2;1;12;Nao;Nao;1200;400;124;16
Sao Paulo;SP;90;3;1;2;6;Sim;Nao;4100;1250;300;52
Belo Horizonte;MG;150;3;3;2;1;Nao;Nao;3400;0;265;56
Sao Paulo;SP;20;1;1;0;3;Nao;Sim;3142;150;67;40
Sao Paulo;SP;120;2;1;1;1;Nao;Nao;3500;0;100;53
Rio De Janeiro;RJ;50;2;2;1;5;Sim;Nao;1450;440;50;19
Rio De Janeiro;RJ;93;2;2;1;4;Sim;Nao;1200;200;64;16
Sao Paulo;SP;18;1;1;0;1;Sim;Nao;1720;0;0;22
Porto Alegre;RS;30;1;1;0;16;Nao;Sim;1490;260;15;22
Sao Paulo;SP;80;2;1;1;1;Sim;Nao;1600;484;135;21
Porto Alegre;RS;46;1;1;1;5;Nao;Nao;1500;450;46;22
Rio De Janeiro;RJ;90;2;2;0;4;Sim;Nao;1000;735;97;13
Rio De Janeiro;RJ;75;2;2;0;2;Sim;Nao;2400;591;150;31
Belo Horizonte;MG;136;4;3;3;9;Sim;Nao;3900;1240;434;52
Campinas;SP;30;1;1;0;1;Nao;Nao;1100;70;9;14
Rio De Janeiro;RJ;58;2;2;1;1;Sim;Nao;1190;761;105;16
Sao Paulo;SP;95;2;2;0;1;Sim;Sim;1550;621;82;20
Porto Alegre;RS;39;1;1;0;3;Sim;Nao;550;290;24;9
Belo Horizonte;MG;170;4;3;3;6;Sim;Nao;6000;1800;881;80
Campinas;SP;59;2;1;1;1;Sim;Nao;1000;437;20;13
Belo Horizonte;MG;46;1;1;1;4;Nao;Nao;2500;870;158;34
Sao Paulo;SP;124;3;1;0;8;Nao;Nao;1200;1200;100;16
Rio De Janeiro;RJ;160;4;3;2;2;Sim;Nao;6200;1550;375;80
Belo Horizonte;MG;85;3;1;1;1;Nao;Nao;1600;275;62;22
Rio De Janeiro;RJ;80;2;1;1;4;Sim;Nao;2499;800;117;33
Campinas;SP;50;1;1;1;2;Nao;Nao;1600;718;13;21
Sao Paulo;SP;110;3;3;3;17;Sim;Sim;4500;1250;355;58
Belo Horizonte;MG;62;2;;1;2;Sim;Nao;1050;100;84;14
Sao Paulo;SP;500;4;6;6;1;Sim;Nao;5510;0;2084;83
Sao Paulo;SP;230;3;4;2;12;Sim;Sim;5900;2662;680;75
Belo Horizonte;MG;115;3;3;1;1;Nao;Nao;1750;485;172;24
Belo Horizonte;MG;285;4;4;2;1;Sim;Nao;3000;0;200;50
Sao Paulo;SP;89;3;3;2;8;Nao;Nao;3800;965;150;49
Sao Paulo;SP;49;2;1;1;2;Sim;Nao;985;503;0;13
Belo Horizonte;MG;500;4;6;4;1;Nao;Nao;15000;0;434;246
Sao Paulo;SP;35;1;1;1;1;Nao;Sim;3486;444;124;45
Porto Alegre;RS;58;2;1;1;1;Sim;Nao;1350;300;25;20
Campinas;SP;300;4;5;2;1;Sim;Nao;6000;0;0;91
Porto Alegre;RS;58;1;1;0;2;Sim;Nao;700;309;28;11
Sao Paulo;SP;800;5;7;6;1;Sim;Nao;15000;1;2051;226
Sao Paulo;SP;60;2;1;1;5;Sim;Sim;3300;600;67;42
Sao Paulo;SP;200;4;4;2;1;Sim;Nao;5525;0;167;84
Campinas;SP;420;4;5;4;1;Sim;Nao;7225;600;584;109
Campinas;SP;165;3;2;0;1;Sim;Nao;3000;0;129;46
Belo Horizonte;MG;260;4;3;4;1;Nao;Nao;4500;0;480;74
Sao Paulo;SP;55;2;1;0;1;Sim;Nao;1600;0;50;25
Rio De Janeiro;RJ;55;1;1;0;1;Sim;Nao;800;585;0;11
Sao Paulo;SP;47;2;1;0;1;Sim;Nao;1600;0;0;21
Sao Paulo;SP;38;1;1;0;5;Sim;Nao;1650;819;0;21
Rio De Janeiro;RJ;60;2;1;0;1;Sim;Nao;1800;0;72;28
Belo Horizonte;MG;90;3;2;1;3;Sim;Nao;1800;500;183;24
Belo Horizonte;MG;70;2;1;2;1;Sim;Nao;1600;222;100;22
Rio De Janeiro;RJ;41;1;1;1;2;Nao;Sim;3200;2100;355;24
Sao Paulo;SP;35;1;1;1;1;Nao;Sim;3486;444;124;45
Sao Paulo;SP;70;2;1;1;9;Sim;Sim;3100;628;108;40
Campinas;SP;43;1;1;1;5;Sim;Nao;900;518;45;12
Rio De Janeiro;RJ;80;1;1;0;4;Sim;Nao;4000;0;150;52
Belo Horizonte;MG;251;3;3;4;16;Nao;Nao;12000;3000;1463;160
Sao Paulo;SP;185;4;5;4;5;Sim;Nao;7100;2800;1081;90
Sao Paulo;SP;520;3;4;2;1;Sim;Nao;9000;0;1500;136
Sao Paulo;SP;30;1;1;0;1;Sim;Nao;1150;50;50;15
Sao Paulo;SP;387;3;5;3;7;Sim;Nao;7000;4600;1334;89
Rio De Janeiro;RJ;65;2;2;1;2;Sim;Nao;1820;532;49;24
Sao Paulo;SP;155;3;3;2;1;Sim;Nao;2650;0;233;40
Porto Alegre;RS;90;2;1;0;2;Sim;Nao;1380;0;21;21
Porto Alegre;RS;61;2;1;2;4;Nao;Nao;2200;350;1;33
Sao Paulo;SP;60;2;1;0;1;Sim;Nao;1100;0;56;14
Sao Paulo;SP;250;4;4;4;14;Sim;Nao;3600;2600;0;46
Belo Horizonte;MG;57;2;1;1;3;Nao;Nao;800;225;0;11
Sao Paulo;SP;36;1;1;1;8;Sim;Nao;2150;323;85;28
Campinas;SP;231;3;5;4;4;Sim;Sim;12000;2200;642;153
Sao Paulo;SP;67;3;1;1;2;Sim;Nao;2900;592;150;37
Sao Paulo;SP;120;1;2;2;4;Sim;Nao;4200;3100;750;54
Sao Paulo;SP;215;3;4;2;9;Nao;Nao;7000;1800;450;89
Campinas;SP;100;4;3;1;4;Sim;Nao;2240;750;17;29
Rio De Janeiro;RJ;50;2;1;1;5;Sim;Sim;1150;430;9;15
Porto Alegre;RS;40;1;1;1;11;Sim;Sim;1200;1300;68;18
Sao Paulo;SP;20;1;1;0;5;Sim;Sim;1800;602;130;23
Sao Paulo;SP;96;2;2;2;23;Nao;Sim;4000;800;273;51
Porto Alegre;RS;42;1;1;0;1;Sim;Nao;985;250;49;15
Porto Alegre;RS;37;1;1;0;4;Sim;Nao;1600;335;67;24
Porto Alegre;RS;110;2;2;1;1;Sim;Nao;1453;250;20;22
Sao Paulo;SP;25;1;1;0;1;Sim;Nao;1200;20;25;19
Sao Paulo;SP;96;2;2;2;5;Sim;Nao;1600;1200;400;21
Sao Paulo;SP;98;3;2;0;1;Sim;Nao;1580;580;61;21
Sao Paulo;SP;70;2;1;0;1;Nao;Nao;1050;350;116;14
Rio De Janeiro;RJ;127;1;2;1;18;Nao;Nao;6300;850;440;82
Sao Paulo;SP;138;3;3;2;11;Sim;Nao;3000;960;100;39
Rio De Janeiro;RJ;79;2;2;1;4;Sim;Nao;1664;838;60;22
Sao Paulo;SP;45;1;1;0;1;Nao;Nao;1030;0;0;16
Sao Paulo;SP;35;1;1;0;1;Nao;Nao;1100;0;84;17
Sao Paulo;SP;180;3;4;3;5;Sim;Sim;9000;2800;1125;115
Campinas;SP;220;3;5;3;4;Nao;Sim;7900;2000;417;101
Porto Alegre;RS;72;2;2;2;12;Sim;Nao;2100;500;56;31
Rio De Janeiro;RJ;150;3;3;0;10;Sim;Sim;6000;850;467;78
Sao Paulo;SP;40;1;1;1;1;Sim;Nao;1300;0;68;20
Sao Paulo;SP;45;2;1;1;25;Nao;Nao;1756;375;0;23
Belo Horizonte;MG;100;3;3;1;3;Sim;Nao;1400;300;0;19
Sao Paulo;SP;140;3;2;2;2;Sim;Nao;3700;1480;167;47
Porto Alegre;RS;313;3;3;4;5;Sim;Sim;4500;650;150;66
Sao Paulo;SP;25;1;1;0;5;Nao;Sim;2600;270;67;33
Rio De Janeiro;RJ;300;5;4;5;1;Sim;Nao;4080;0;234;63
Porto Alegre;RS;28;1;1;0;4;Sim;Nao;500;200;25;8
Sao Paulo;SP;249;4;4;3;1;Sim;Nao;6800;0;0;103
Porto Alegre;RS;112;4;2;1;2;Sim;Nao;1880;765;75;28
Porto Alegre;RS;50;2;1;1;3;Sim;Nao;900;268;33;14
Sao Paulo;SP;80;2;2;2;6;Sim;Nao;3000;1770;39;39
Belo Horizonte;MG;117;2;1;0;1;Sim;Nao;2000;0;191;33
Porto Alegre;RS;85;2;2;1;8;Nao;Sim;2800;500;100;41
Sao Paulo;SP;45;1;1;0;7;Sim;Nao;1275;265;0;17
Sao Paulo;SP;76;3;2;2;8;Sim;Nao;3400;679;201;44
Rio De Janeiro;RJ;30;1;1;0;5;Nao;Nao;505;1100;85;7
Porto Alegre;RS;20;1;1;1;1;Sim;Sim;950;0;75;14
Sao Paulo;SP;250;2;2;8;1;Sim;Sim;4500;0;459;68
Sao Paulo;SP;60;2;2;1;1;Sim;Nao;2514;862;0;32
Porto Alegre;RS;65;2;2;1;2;Sim;Nao;1300;680;142;19
Campinas;SP;55;1;1;1;1;Nao;Nao;2230;600;0;29
Sao Paulo;SP;150;2;1;2;1;Sim;Nao;5500;0;0;83
Sao Paulo;SP;55;2;1;1;6;Nao;Nao;1700;450;111;22
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;650;0;0;10
Rio De Janeiro;RJ;27;1;1;0;2;Sim;Sim;2400;0;25;31
Porto Alegre;RS;99;3;3;1;2;Nao;Nao;2500;600;167;37
Rio De Janeiro;RJ;100;3;2;1;2;Sim;Nao;4190;1300;181;54
Sao Paulo;SP;425;3;4;4;7;Nao;Sim;11000;5719;3084;140
Sao Paulo;SP;44;2;1;1;12;Sim;Nao;1340;400;0;17
Sao Paulo;SP;76;1;1;1;1;Nao;Nao;1400;0;17;22
Sao Paulo;SP;100;3;2;1;4;Sim;Nao;6650;1200;200;85
Belo Horizonte;MG;380;4;5;4;1;Sim;Nao;8500;0;857;140
Sao Paulo;SP;292;4;3;3;8;Sim;Sim;11480;2700;709;146
Sao Paulo;SP;350;5;3;6;1;Sim;Nao;5670;0;1084;86
Sao Paulo;SP;420;4;5;0;1;Sim;Nao;6460;0;1480;98
Rio De Janeiro;RJ;100;2;1;1;4;Sim;Nao;5000;1700;0;65
Belo Horizonte;MG;80;2;1;0;2;Sim;Nao;1150;0;75;16
Porto Alegre;RS;61;2;1;1;2;Sim;Nao;1700;210;50;25
Campinas;SP;48;2;1;0;2;Sim;Nao;700;250;18;9
Campinas;SP;100;3;2;8;1;Sim;Nao;2000;0;82;31
Sao Paulo;SP;50;2;1;1;1;Sim;Nao;2895;611;133;37
Sao Paulo;SP;141;4;3;1;5;Nao;Nao;4320;1200;550;55
Sao Paulo;SP;25;1;1;0;2;Nao;Nao;620;160;15;8
Sao Paulo;SP;60;1;1;0;1;Sim;Nao;800;0;0;13
Porto Alegre;RS;75;2;1;0;3;Sim;Nao;880;260;38;13
Sao Paulo;SP;45;2;1;1;11;Sim;Nao;1598;380;0;21
Porto Alegre;RS;74;2;2;0;10;Sim;Nao;2700;550;50;40
Sao Paulo;SP;38;1;1;0;1;Nao;Nao;950;60;0;13
Porto Alegre;RS;47;1;1;1;1;Nao;Sim;2200;400;0;33
Sao Paulo;SP;63;2;3;1;1;Sim;Nao;2114;690;150;27
Porto Alegre;RS;33;1;1;0;1;Sim;Nao;900;220;90;12
Sao Paulo;SP;40;1;1;0;11;Nao;Nao;3400;370;74;44
Belo Horizonte;MG;180;3;3;2;4;Sim;Sim;2800;350;150;38
Sao Paulo;SP;56;2;2;1;2;Nao;Nao;1510;542;131;20
Sao Paulo;SP;250;4;2;8;1;Sim;Nao;13040;0;500;197
Belo Horizonte;MG;400;4;3;3;1;Nao;Nao;7000;0;613;115
Belo Horizonte;MG;120;4;3;2;1;Sim;Nao;3250;0;0;44
Rio De Janeiro;RJ;200;4;3;1;1;Nao;Sim;6800;2400;534;88
Sao Paulo;SP;200;3;3;2;7;Sim;Nao;7225;4200;642;92
Sao Paulo;SP;63;2;2;1;7;Nao;Nao;2500;250;0;32
Sao Paulo;SP;54;1;1;1;8;Sim;Sim;3850;1250;209;49
Sao Paulo;SP;80;3;2;3;1;Sim;Nao;1615;1150;160;21
Rio De Janeiro;RJ;110;3;1;1;1;Sim;Nao;3000;1000;30;39
Sao Paulo;SP;88;2;3;2;11;Sim;Nao;6835;980;0;44
Belo Horizonte;MG;90;3;2;1;1;Nao;Nao;1890;0;0;31
Sao Paulo;SP;291;4;3;2;1;Sim;Nao;5400;2600;434;69
Porto Alegre;RS;48;2;1;1;1;Sim;Nao;1400;410;30;21
Campinas;SP;70;2;1;2;5;Sim;Nao;2100;771;55;27
Sao Paulo;SP;193;4;4;4;3;Nao;Nao;9000;1700;917;115
Sao Paulo;SP;170;4;4;3;12;Sim;Sim;1440;4000;834;19
Sao Paulo;SP;30;1;1;0;1;Nao;Nao;1200;0;0;19
Sao Paulo;SP;86;1;2;1;13;Sim;Sim;6500;1800;375;83
Campinas;SP;50;1;1;1;4;Sim;Nao;700;400;26;9
Rio De Janeiro;RJ;40;1;1;0;1;Sim;Nao;1100;295;0;15
Sao Paulo;SP;72;2;2;1;7;Sim;Nao;2500;864;234;32
Sao Paulo;SP;47;1;1;0;4;Nao;Nao;1000;100;76;13
Rio De Janeiro;RJ;60;2;1;1;2;Sim;Nao;1200;550;55;16
Rio De Janeiro;RJ;55;1;1;0;7;Nao;Nao;2410;795;87;32
Belo Horizonte;MG;462;4;6;0;9;Sim;Sim;7600;1320;884;102
Belo Horizonte;MG;280;4;4;3;10;Sim;Nao;6500;1000;458;87
Sao Paulo;SP;230;6;4;8;1;Sim;Nao;10000;0;0;151
Belo Horizonte;MG;100;3;2;3;15;Sim;Nao;2300;880;233;31
Sao Paulo;SP;69;2;1;1;3;Sim;Nao;1400;733;98;18
Sao Paulo;SP;50;2;1;1;7;Nao;Nao;3400;800;200;44
Sao Paulo;SP;71;3;2;2;11;Sim;Sim;2190;630;92;28
Sao Paulo;SP;163;3;4;3;13;Sim;Sim;3000;2900;822;39
Rio De Janeiro;RJ;450;4;5;3;11;Nao;Nao;7500;2600;825;97
Porto Alegre;RS;29;1;1;0;11;Nao;Nao;1042;250;24;8
